# x y z r g b
-7 10 -4 75 45 35
-6 10 -4 75 45 35
-5 10 -4 75 45 35
-4 10 -4 75 45 35
-3 10 -4 75 45 35
-2 10 -4 200 105 85
-1 10 -4 200 105 85
0 10 -4 200 105 85
1 10 -4 200 105 85
2 10 -4 200 105 85
3 10 -4 75 45 35
4 10 -4 75 45 35
5 10 -4 75 45 35
6 10 -4 75 45 35
7 10 -4 75 45 35
-6 11 -4 75 45 35
-5 11 -4 75 45 35
-4 11 -4 75 45 35
-3 11 -4 75 45 35
-2 11 -4 75 45 35
-1 11 -4 75 45 35
0 11 -4 75 45 35
1 11 -4 75 45 35
2 11 -4 75 45 35
3 11 -4 75 45 35
4 11 -4 75 45 35
5 11 -4 75 45 35
6 11 -4 75 45 35
-5 12 -4 75 45 35
-4 12 -4 75 45 35
-3 12 -4 75 45 35
-2 12 -4 75 45 35
-1 12 -4 75 45 35
0 12 -4 75 45 35
1 12 -4 75 45 35
2 12 -4 75 45 35
3 12 -4 75 45 35
4 12 -4 75 45 35
5 12 -4 75 45 35
-2 13 -4 75 45 35
-1 13 -4 75 45 35
0 13 -4 75 45 35
1 13 -4 75 45 35
2 13 -4 75 45 35
-4 -13 -3 205 145 120
-3 -13 -3 205 145 120
-2 -13 -3 205 145 120
-1 -13 -3 205 145 120
0 -13 -3 205 145 120
1 -13 -3 205 145 120
2 -13 -3 205 145 120
3 -13 -3 205 145 120
4 -13 -3 205 145 120
-6 -12 -3 205 145 120
-5 -12 -3 205 145 120
-4 -12 -3 205 145 120
-3 -12 -3 205 145 120
-2 -12 -3 205 145 120
-1 -12 -3 205 145 120
0 -12 -3 205 145 120
1 -12 -3 205 145 120
2 -12 -3 205 145 120
3 -12 -3 205 145 120
4 -12 -3 205 145 120
5 -12 -3 205 145 120
6 -12 -3 205 145 120
-7 -11 -3 205 145 120
-6 -11 -3 205 145 120
-5 -11 -3 205 145 120
-4 -11 -3 205 145 120
-3 -11 -3 205 145 120
-2 -11 -3 205 145 120
-1 -11 -3 200 105 85
0 -11 -3 200 105 85
1 -11 -3 200 105 85
2 -11 -3 205 145 120
3 -11 -3 205 145 120
4 -11 -3 205 145 120
5 -11 -3 205 145 120
6 -11 -3 205 145 120
7 -11 -3 205 145 120
-8 -10 -3 205 145 120
-7 -10 -3 205 145 120
-6 -10 -3 205 145 120
-5 -10 -3 205 145 120
-4 -10 -3 200 105 85
-3 -10 -3 200 105 85
-2 -10 -3 200 105 85
-1 -10 -3 200 105 85
0 -10 -3 200 105 85
1 -10 -3 200 105 85
2 -10 -3 200 105 85
3 -10 -3 200 105 85
4 -10 -3 200 105 85
5 -10 -3 205 145 120
6 -10 -3 205 145 120
7 -10 -3 205 145 120
8 -10 -3 205 145 120
-9 -9 -3 205 145 120
-8 -9 -3 205 145 120
-7 -9 -3 205 145 120
-6 -9 -3 205 145 120
-5 -9 -3 200 105 85
-4 -9 -3 200 105 85
-3 -9 -3 200 105 85
-2 -9 -3 200 105 85
-1 -9 -3 200 105 85
0 -9 -3 200 105 85
1 -9 -3 200 105 85
2 -9 -3 200 105 85
3 -9 -3 200 105 85
4 -9 -3 200 105 85
5 -9 -3 200 105 85
6 -9 -3 205 145 120
7 -9 -3 205 145 120
8 -9 -3 205 145 120
9 -9 -3 205 145 120
-10 -8 -3 205 145 120
-9 -8 -3 205 145 120
-8 -8 -3 205 145 120
-7 -8 -3 205 145 120
-6 -8 -3 200 105 85
-5 -8 -3 200 105 85
-4 -8 -3 200 105 85
-3 -8 -3 200 105 85
-2 -8 -3 200 105 85
-1 -8 -3 200 105 85
0 -8 -3 200 105 85
1 -8 -3 200 105 85
2 -8 -3 200 105 85
3 -8 -3 200 105 85
4 -8 -3 200 105 85
5 -8 -3 200 105 85
6 -8 -3 200 105 85
7 -8 -3 205 145 120
8 -8 -3 205 145 120
9 -8 -3 205 145 120
10 -8 -3 205 145 120
-10 -7 -3 205 145 120
-9 -7 -3 205 145 120
-8 -7 -3 205 145 120
-7 -7 -3 200 105 85
-6 -7 -3 200 105 85
-5 -7 -3 200 105 85
-4 -7 -3 200 105 85
-3 -7 -3 200 105 85
-2 -7 -3 200 105 85
-1 -7 -3 200 105 85
0 -7 -3 200 105 85
1 -7 -3 200 105 85
2 -7 -3 200 105 85
3 -7 -3 200 105 85
4 -7 -3 200 105 85
5 -7 -3 200 105 85
6 -7 -3 200 105 85
7 -7 -3 200 105 85
8 -7 -3 205 145 120
9 -7 -3 205 145 120
10 -7 -3 205 145 120
-11 -6 -3 242 205 170
-10 -6 -3 242 205 170
-9 -6 -3 242 205 170
-8 -6 -3 200 105 85
-7 -6 -3 200 105 85
-6 -6 -3 200 105 85
-5 -6 -3 200 105 85
-4 -6 -3 200 105 85
-3 -6 -3 200 105 85
-2 -6 -3 200 105 85
-1 -6 -3 200 105 85
0 -6 -3 200 105 85
1 -6 -3 200 105 85
2 -6 -3 200 105 85
3 -6 -3 200 105 85
4 -6 -3 200 105 85
5 -6 -3 200 105 85
6 -6 -3 200 105 85
7 -6 -3 200 105 85
8 -6 -3 200 105 85
9 -6 -3 242 205 170
10 -6 -3 242 205 170
11 -6 -3 242 205 170
-11 -5 -3 242 205 170
-10 -5 -3 242 205 170
-9 -5 -3 242 205 170
-8 -5 -3 200 105 85
-7 -5 -3 200 105 85
-6 -5 -3 200 105 85
-5 -5 -3 200 105 85
-4 -5 -3 200 105 85
-3 -5 -3 200 105 85
-2 -5 -3 200 105 85
-1 -5 -3 200 105 85
0 -5 -3 200 105 85
1 -5 -3 200 105 85
2 -5 -3 200 105 85
3 -5 -3 200 105 85
4 -5 -3 200 105 85
5 -5 -3 200 105 85
6 -5 -3 200 105 85
7 -5 -3 200 105 85
8 -5 -3 200 105 85
9 -5 -3 242 205 170
10 -5 -3 242 205 170
11 -5 -3 242 205 170
-11 -4 -3 242 205 170
-10 -4 -3 242 205 170
-9 -4 -3 200 105 85
-8 -4 -3 200 105 85
-7 -4 -3 200 105 85
-6 -4 -3 200 105 85
-5 -4 -3 200 105 85
-4 -4 -3 200 105 85
-3 -4 -3 200 105 85
-2 -4 -3 200 105 85
-1 -4 -3 200 105 85
0 -4 -3 200 105 85
1 -4 -3 200 105 85
2 -4 -3 200 105 85
3 -4 -3 200 105 85
4 -4 -3 200 105 85
5 -4 -3 200 105 85
6 -4 -3 200 105 85
7 -4 -3 200 105 85
8 -4 -3 200 105 85
9 -4 -3 200 105 85
10 -4 -3 242 205 170
11 -4 -3 242 205 170
-11 -3 -3 242 205 170
-10 -3 -3 242 205 170
-9 -3 -3 200 105 85
-8 -3 -3 200 105 85
-7 -3 -3 200 105 85
-6 -3 -3 200 105 85
-5 -3 -3 200 105 85
-4 -3 -3 200 105 85
-3 -3 -3 200 105 85
-2 -3 -3 200 105 85
-1 -3 -3 200 105 85
0 -3 -3 200 105 85
1 -3 -3 200 105 85
2 -3 -3 200 105 85
3 -3 -3 200 105 85
4 -3 -3 200 105 85
5 -3 -3 200 105 85
6 -3 -3 200 105 85
7 -3 -3 200 105 85
8 -3 -3 200 105 85
9 -3 -3 200 105 85
10 -3 -3 242 205 170
11 -3 -3 242 205 170
-12 -2 -3 230 180 150
-11 -2 -3 230 180 150
-10 -2 -3 230 180 150
-9 -2 -3 200 105 85
-8 -2 -3 200 105 85
-7 -2 -3 200 105 85
-6 -2 -3 200 105 85
-5 -2 -3 200 105 85
-4 -2 -3 200 105 85
-3 -2 -3 200 105 85
-2 -2 -3 172 172 172
-1 -2 -3 175 175 175
0 -2 -3 176 176 176
1 -2 -3 175 175 175
2 -2 -3 172 172 172
3 -2 -3 200 105 85
4 -2 -3 200 105 85
5 -2 -3 200 105 85
6 -2 -3 200 105 85
7 -2 -3 200 105 85
8 -2 -3 200 105 85
9 -2 -3 200 105 85
10 -2 -3 230 180 150
11 -2 -3 230 180 150
12 -2 -3 230 180 150
-12 -1 -3 230 180 150
-11 -1 -3 230 180 150
-10 -1 -3 230 180 150
-9 -1 -3 200 105 85
-8 -1 -3 200 105 85
-7 -1 -3 200 105 85
-6 -1 -3 200 105 85
-5 -1 -3 200 105 85
-4 -1 -3 200 105 85
-3 -1 -3 174 174 174
-2 -1 -3 178 178 178
-1 -1 -3 181 181 181
0 -1 -3 182 182 182
1 -1 -3 181 181 181
2 -1 -3 178 178 178
3 -1 -3 174 174 174
4 -1 -3 200 105 85
5 -1 -3 200 105 85
6 -1 -3 200 105 85
7 -1 -3 200 105 85
8 -1 -3 200 105 85
9 -1 -3 200 105 85
10 -1 -3 230 180 150
11 -1 -3 230 180 150
12 -1 -3 230 180 150
-12 0 -3 230 180 150
-11 0 -3 230 180 150
-10 0 -3 230 180 150
-9 0 -3 200 105 85
-8 0 -3 200 105 85
-7 0 -3 200 105 85
-6 0 -3 200 105 85
-5 0 -3 200 105 85
-4 0 -3 171 171 171
-3 0 -3 178 178 178
-2 0 -3 182 182 182
-1 0 -3 186 186 186
0 0 -3 187 187 187
1 0 -3 186 186 186
2 0 -3 182 182 182
3 0 -3 178 178 178
4 0 -3 171 171 171
5 0 -3 200 105 85
6 0 -3 200 105 85
7 0 -3 200 105 85
8 0 -3 200 105 85
9 0 -3 200 105 85
10 0 -3 230 180 150
11 0 -3 230 180 150
12 0 -3 230 180 150
-12 1 -3 230 180 150
-11 1 -3 230 180 150
-10 1 -3 230 180 150
-9 1 -3 200 105 85
-8 1 -3 200 105 85
-7 1 -3 200 105 85
-6 1 -3 200 105 85
-5 1 -3 200 105 85
-4 1 -3 173 173 173
-3 1 -3 180 180 180
-2 1 -3 185 185 185
-1 1 -3 188 188 188
0 1 -3 189 189 189
1 1 -3 188 188 188
2 1 -3 185 185 185
3 1 -3 180 180 180
4 1 -3 173 173 173
5 1 -3 200 105 85
6 1 -3 200 105 85
7 1 -3 200 105 85
8 1 -3 200 105 85
9 1 -3 200 105 85
10 1 -3 230 180 150
11 1 -3 230 180 150
12 1 -3 230 180 150
-12 2 -3 230 180 150
-11 2 -3 230 180 150
-10 2 -3 230 180 150
-9 2 -3 200 105 85
-8 2 -3 200 105 85
-7 2 -3 200 105 85
-6 2 -3 200 105 85
-5 2 -3 200 105 85
-4 2 -3 173 173 173
-3 2 -3 180 180 180
-2 2 -3 185 185 185
-1 2 -3 188 188 188
0 2 -3 189 189 189
1 2 -3 188 188 188
2 2 -3 185 185 185
3 2 -3 180 180 180
4 2 -3 173 173 173
5 2 -3 200 105 85
6 2 -3 200 105 85
7 2 -3 200 105 85
8 2 -3 200 105 85
9 2 -3 200 105 85
10 2 -3 230 180 150
11 2 -3 230 180 150
12 2 -3 230 180 150
-11 3 -3 230 180 150
-10 3 -3 230 180 150
-9 3 -3 200 105 85
-8 3 -3 200 105 85
-7 3 -3 200 105 85
-6 3 -3 200 105 85
-5 3 -3 200 105 85
-4 3 -3 171 171 171
-3 3 -3 178 178 178
-2 3 -3 182 182 182
-1 3 -3 186 186 186
0 3 -3 187 187 187
1 3 -3 186 186 186
2 3 -3 182 182 182
3 3 -3 178 178 178
4 3 -3 171 171 171
5 3 -3 200 105 85
6 3 -3 200 105 85
7 3 -3 200 105 85
8 3 -3 200 105 85
9 3 -3 200 105 85
10 3 -3 230 180 150
11 3 -3 230 180 150
-11 4 -3 230 180 150
-10 4 -3 230 180 150
-9 4 -3 200 105 85
-8 4 -3 200 105 85
-7 4 -3 200 105 85
-6 4 -3 200 105 85
-5 4 -3 200 105 85
-4 4 -3 200 105 85
-3 4 -3 174 174 174
-2 4 -3 178 178 178
-1 4 -3 181 181 181
0 4 -3 182 182 182
1 4 -3 181 181 181
2 4 -3 178 178 178
3 4 -3 174 174 174
4 4 -3 200 105 85
5 4 -3 200 105 85
6 4 -3 200 105 85
7 4 -3 200 105 85
8 4 -3 200 105 85
9 4 -3 200 105 85
10 4 -3 230 180 150
11 4 -3 230 180 150
-11 5 -3 230 180 150
-10 5 -3 230 180 150
-9 5 -3 242 205 170
-8 5 -3 200 105 85
-7 5 -3 200 105 85
-6 5 -3 200 105 85
-5 5 -3 200 105 85
-4 5 -3 200 105 85
-3 5 -3 200 105 85
-2 5 -3 172 172 172
-1 5 -3 175 175 175
0 5 -3 176 176 176
1 5 -3 175 175 175
2 5 -3 172 172 172
3 5 -3 200 105 85
4 5 -3 200 105 85
5 5 -3 200 105 85
6 5 -3 200 105 85
7 5 -3 200 105 85
8 5 -3 200 105 85
9 5 -3 242 205 170
10 5 -3 230 180 150
11 5 -3 230 180 150
-11 6 -3 242 205 170
-10 6 -3 242 205 170
-9 6 -3 242 205 170
-8 6 -3 200 105 85
-7 6 -3 200 105 85
-6 6 -3 200 105 85
-5 6 -3 200 105 85
-4 6 -3 200 105 85
-3 6 -3 200 105 85
-2 6 -3 200 105 85
-1 6 -3 200 105 85
0 6 -3 200 105 85
1 6 -3 200 105 85
2 6 -3 200 105 85
3 6 -3 200 105 85
4 6 -3 200 105 85
5 6 -3 200 105 85
6 6 -3 200 105 85
7 6 -3 200 105 85
8 6 -3 200 105 85
9 6 -3 242 205 170
10 6 -3 242 205 170
11 6 -3 242 205 170
-10 7 -3 242 205 170
-9 7 -3 242 205 170
-8 7 -3 242 205 170
-7 7 -3 200 105 85
-6 7 -3 200 105 85
-5 7 -3 200 105 85
-4 7 -3 200 105 85
-3 7 -3 200 105 85
-2 7 -3 200 105 85
-1 7 -3 200 105 85
0 7 -3 200 105 85
1 7 -3 200 105 85
2 7 -3 200 105 85
3 7 -3 200 105 85
4 7 -3 200 105 85
5 7 -3 200 105 85
6 7 -3 200 105 85
7 7 -3 200 105 85
8 7 -3 242 205 170
9 7 -3 242 205 170
10 7 -3 242 205 170
-10 8 -3 75 45 35
-9 8 -3 75 45 35
-8 8 -3 75 45 35
-7 8 -3 75 45 35
-6 8 -3 200 105 85
-5 8 -3 200 105 85
-4 8 -3 200 105 85
-3 8 -3 200 105 85
-2 8 -3 200 105 85
-1 8 -3 200 105 85
0 8 -3 200 105 85
1 8 -3 200 105 85
2 8 -3 200 105 85
3 8 -3 200 105 85
4 8 -3 200 105 85
5 8 -3 200 105 85
6 8 -3 200 105 85
7 8 -3 75 45 35
8 8 -3 75 45 35
9 8 -3 75 45 35
10 8 -3 75 45 35
-9 9 -3 75 45 35
-8 9 -3 75 45 35
-7 9 -3 75 45 35
-6 9 -3 75 45 35
-5 9 -3 200 105 85
-4 9 -3 200 105 85
-3 9 -3 200 105 85
-2 9 -3 200 105 85
-1 9 -3 200 105 85
0 9 -3 200 105 85
1 9 -3 200 105 85
2 9 -3 200 105 85
3 9 -3 200 105 85
4 9 -3 200 105 85
5 9 -3 200 105 85
6 9 -3 75 45 35
7 9 -3 75 45 35
8 9 -3 75 45 35
9 9 -3 75 45 35
-8 10 -3 75 45 35
-7 10 -3 75 45 35
-6 10 -3 75 45 35
-5 10 -3 75 45 35
-4 10 -3 200 105 85
-3 10 -3 200 105 85
-2 10 -3 200 105 85
-1 10 -3 200 105 85
0 10 -3 200 105 85
1 10 -3 200 105 85
2 10 -3 200 105 85
3 10 -3 200 105 85
4 10 -3 200 105 85
5 10 -3 75 45 35
6 10 -3 75 45 35
7 10 -3 75 45 35
8 10 -3 75 45 35
-7 11 -3 75 45 35
-6 11 -3 75 45 35
-5 11 -3 75 45 35
-4 11 -3 75 45 35
-3 11 -3 75 45 35
-2 11 -3 75 45 35
-1 11 -3 200 105 85
0 11 -3 200 105 85
1 11 -3 200 105 85
2 11 -3 75 45 35
3 11 -3 75 45 35
4 11 -3 75 45 35
5 11 -3 75 45 35
6 11 -3 75 45 35
7 11 -3 75 45 35
-6 12 -3 75 45 35
-5 12 -3 75 45 35
-4 12 -3 75 45 35
-3 12 -3 75 45 35
-2 12 -3 75 45 35
-1 12 -3 75 45 35
0 12 -3 75 45 35
1 12 -3 75 45 35
2 12 -3 75 45 35
3 12 -3 75 45 35
4 12 -3 75 45 35
5 12 -3 75 45 35
6 12 -3 75 45 35
-4 13 -3 75 45 35
-3 13 -3 75 45 35
-2 13 -3 75 45 35
-1 13 -3 75 45 35
0 13 -3 75 45 35
1 13 -3 75 45 35
2 13 -3 75 45 35
3 13 -3 75 45 35
4 13 -3 75 45 35
-2 -14 -2 205 145 120
-1 -14 -2 205 145 120
0 -14 -2 205 145 120
1 -14 -2 205 145 120
2 -14 -2 205 145 120
-5 -13 -2 205 145 120
-4 -13 -2 205 145 120
-3 -13 -2 205 145 120
-2 -13 -2 205 145 120
-1 -13 -2 205 145 120
0 -13 -2 205 145 120
1 -13 -2 205 145 120
2 -13 -2 205 145 120
3 -13 -2 205 145 120
4 -13 -2 205 145 120
5 -13 -2 205 145 120
-6 -12 -2 205 145 120
-5 -12 -2 205 145 120
-4 -12 -2 205 145 120
-3 -12 -2 205 145 120
-2 -12 -2 205 145 120
-1 -12 -2 205 145 120
0 -12 -2 205 145 120
1 -12 -2 205 145 120
2 -12 -2 205 145 120
3 -12 -2 205 145 120
4 -12 -2 205 145 120
5 -12 -2 205 145 120
6 -12 -2 205 145 120
-7 -11 -2 205 145 120
-6 -11 -2 205 145 120
-5 -11 -2 205 145 120
-4 -11 -2 205 145 120
-3 -11 -2 200 105 85
-2 -11 -2 200 105 85
-1 -11 -2 200 105 85
0 -11 -2 200 105 85
1 -11 -2 200 105 85
2 -11 -2 200 105 85
3 -11 -2 200 105 85
4 -11 -2 205 145 120
5 -11 -2 205 145 120
6 -11 -2 205 145 120
7 -11 -2 205 145 120
-8 -10 -2 205 145 120
-7 -10 -2 205 145 120
-6 -10 -2 205 145 120
-5 -10 -2 200 105 85
-4 -10 -2 200 105 85
-3 -10 -2 200 105 85
-2 -10 -2 200 105 85
-1 -10 -2 200 105 85
0 -10 -2 200 105 85
1 -10 -2 200 105 85
2 -10 -2 200 105 85
3 -10 -2 200 105 85
4 -10 -2 200 105 85
5 -10 -2 200 105 85
6 -10 -2 205 145 120
7 -10 -2 205 145 120
8 -10 -2 205 145 120
-9 -9 -2 205 145 120
-8 -9 -2 205 145 120
-7 -9 -2 205 145 120
-6 -9 -2 200 105 85
-5 -9 -2 200 105 85
-4 -9 -2 200 105 85
-3 -9 -2 200 105 85
-2 -9 -2 200 105 85
-1 -9 -2 200 105 85
0 -9 -2 200 105 85
1 -9 -2 200 105 85
2 -9 -2 200 105 85
3 -9 -2 200 105 85
4 -9 -2 200 105 85
5 -9 -2 200 105 85
6 -9 -2 200 105 85
7 -9 -2 205 145 120
8 -9 -2 205 145 120
9 -9 -2 205 145 120
-10 -8 -2 205 145 120
-9 -8 -2 205 145 120
-8 -8 -2 205 145 120
-7 -8 -2 200 105 85
-6 -8 -2 200 105 85
-5 -8 -2 200 105 85
-4 -8 -2 200 105 85
-3 -8 -2 200 105 85
-2 -8 -2 200 105 85
-1 -8 -2 200 105 85
0 -8 -2 200 105 85
1 -8 -2 200 105 85
2 -8 -2 200 105 85
3 -8 -2 200 105 85
4 -8 -2 200 105 85
5 -8 -2 200 105 85
6 -8 -2 200 105 85
7 -8 -2 200 105 85
8 -8 -2 205 145 120
9 -8 -2 205 145 120
10 -8 -2 205 145 120
-10 -7 -2 205 145 120
-9 -7 -2 205 145 120
-8 -7 -2 200 105 85
-7 -7 -2 200 105 85
-6 -7 -2 200 105 85
-5 -7 -2 200 105 85
-4 -7 -2 200 105 85
-3 -7 -2 200 105 85
-2 -7 -2 200 105 85
-1 -7 -2 200 105 85
0 -7 -2 200 105 85
1 -7 -2 200 105 85
2 -7 -2 200 105 85
3 -7 -2 200 105 85
4 -7 -2 200 105 85
5 -7 -2 200 105 85
6 -7 -2 200 105 85
7 -7 -2 200 105 85
8 -7 -2 200 105 85
9 -7 -2 205 145 120
10 -7 -2 205 145 120
-11 -6 -2 242 205 170
-10 -6 -2 242 205 170
-9 -6 -2 242 205 170
-8 -6 -2 200 105 85
-7 -6 -2 200 105 85
-6 -6 -2 200 105 85
-5 -6 -2 200 105 85
-4 -6 -2 200 105 85
-3 -6 -2 200 105 85
-2 -6 -2 200 105 85
-1 -6 -2 200 105 85
0 -6 -2 200 105 85
1 -6 -2 200 105 85
2 -6 -2 200 105 85
3 -6 -2 200 105 85
4 -6 -2 200 105 85
5 -6 -2 200 105 85
6 -6 -2 200 105 85
7 -6 -2 200 105 85
8 -6 -2 200 105 85
9 -6 -2 242 205 170
10 -6 -2 242 205 170
11 -6 -2 242 205 170
-11 -5 -2 242 205 170
-10 -5 -2 242 205 170
-9 -5 -2 200 105 85
-8 -5 -2 200 105 85
-7 -5 -2 200 105 85
-6 -5 -2 200 105 85
-5 -5 -2 200 105 85
-4 -5 -2 200 105 85
-3 -5 -2 200 105 85
-2 -5 -2 200 105 85
-1 -5 -2 200 105 85
0 -5 -2 200 105 85
1 -5 -2 200 105 85
2 -5 -2 200 105 85
3 -5 -2 200 105 85
4 -5 -2 200 105 85
5 -5 -2 200 105 85
6 -5 -2 200 105 85
7 -5 -2 200 105 85
8 -5 -2 200 105 85
9 -5 -2 200 105 85
10 -5 -2 242 205 170
11 -5 -2 242 205 170
-12 -4 -2 242 205 170
-11 -4 -2 242 205 170
-10 -4 -2 242 205 170
-9 -4 -2 200 105 85
-8 -4 -2 200 105 85
-7 -4 -2 200 105 85
-6 -4 -2 200 105 85
-5 -4 -2 200 105 85
-4 -4 -2 200 105 85
-3 -4 -2 200 105 85
-2 -4 -2 200 105 85
-1 -4 -2 200 105 85
0 -4 -2 200 105 85
1 -4 -2 200 105 85
2 -4 -2 200 105 85
3 -4 -2 200 105 85
4 -4 -2 200 105 85
5 -4 -2 200 105 85
6 -4 -2 200 105 85
7 -4 -2 200 105 85
8 -4 -2 200 105 85
9 -4 -2 200 105 85
10 -4 -2 242 205 170
11 -4 -2 242 205 170
12 -4 -2 242 205 170
-12 -3 -2 242 205 170
-11 -3 -2 242 205 170
-10 -3 -2 242 205 170
-9 -3 -2 200 105 85
-8 -3 -2 200 105 85
-7 -3 -2 200 105 85
-6 -3 -2 200 105 85
-5 -3 -2 200 105 85
-4 -3 -2 200 105 85
-3 -3 -2 171 171 171
-2 -3 -2 175 175 175
-1 -3 -2 178 178 178
0 -3 -2 179 179 179
1 -3 -2 178 178 178
2 -3 -2 175 175 175
3 -3 -2 171 171 171
4 -3 -2 200 105 85
5 -3 -2 200 105 85
6 -3 -2 200 105 85
7 -3 -2 200 105 85
8 -3 -2 200 105 85
9 -3 -2 200 105 85
10 -3 -2 242 205 170
11 -3 -2 242 205 170
12 -3 -2 242 205 170
-12 -2 -2 230 180 150
-11 -2 -2 230 180 150
-10 -2 -2 230 180 150
-9 -2 -2 200 105 85
-8 -2 -2 200 105 85
-7 -2 -2 200 105 85
-6 -2 -2 200 105 85
-5 -2 -2 200 105 85
-4 -2 -2 172 172 172
-3 -2 -2 179 179 179
-2 -2 -2 183 183 183
-1 -2 -2 187 187 187
0 -2 -2 188 188 188
1 -2 -2 187 187 187
2 -2 -2 183 183 183
3 -2 -2 179 179 179
4 -2 -2 172 172 172
5 -2 -2 200 105 85
6 -2 -2 200 105 85
7 -2 -2 200 105 85
8 -2 -2 200 105 85
9 -2 -2 200 105 85
10 -2 -2 230 180 150
11 -2 -2 230 180 150
12 -2 -2 230 180 150
-12 -1 -2 230 180 150
-11 -1 -2 230 180 150
-10 -1 -2 230 180 150
-9 -1 -2 200 105 85
-8 -1 -2 200 105 85
-7 -1 -2 200 105 85
-6 -1 -2 200 105 85
-5 -1 -2 170 170 170
-4 -1 -2 178 178 178
-3 -1 -2 185 185 185
-2 -1 -2 191 191 191
-1 -1 -2 195 195 195
0 -1 -2 196 196 196
1 -1 -2 195 195 195
2 -1 -2 191 191 191
3 -1 -2 185 185 185
4 -1 -2 178 178 178
5 -1 -2 170 170 170
6 -1 -2 200 105 85
7 -1 -2 200 105 85
8 -1 -2 200 105 85
9 -1 -2 200 105 85
10 -1 -2 230 180 150
11 -1 -2 230 180 150
12 -1 -2 230 180 150
-12 0 -2 230 180 150
-11 0 -2 230 180 150
-10 0 -2 230 180 150
-9 0 -2 200 105 85
-8 0 -2 200 105 85
-7 0 -2 200 105 85
-6 0 -2 200 105 85
-5 0 -2 174 174 174
-4 0 -2 182 182 182
-3 0 -2 190 190 190
-2 0 -2 196 196 196
-1 0 -2 201 201 201
0 0 -2 202 202 202
1 0 -2 201 201 201
2 0 -2 196 196 196
3 0 -2 190 190 190
4 0 -2 182 182 182
5 0 -2 174 174 174
6 0 -2 200 105 85
7 0 -2 200 105 85
8 0 -2 200 105 85
9 0 -2 200 105 85
10 0 -2 230 180 150
11 0 -2 230 180 150
12 0 -2 230 180 150
-12 1 -2 230 180 150
-11 1 -2 230 180 150
-10 1 -2 230 180 150
-9 1 -2 200 105 85
-8 1 -2 200 105 85
-7 1 -2 200 105 85
-6 1 -2 200 105 85
-5 1 -2 176 176 176
-4 1 -2 185 185 185
-3 1 -2 193 193 193
-2 1 -2 199 199 199
-1 1 -2 204 204 204
0 1 -2 206 206 206
1 1 -2 204 204 204
2 1 -2 199 199 199
3 1 -2 193 193 193
4 1 -2 185 185 185
5 1 -2 176 176 176
6 1 -2 200 105 85
7 1 -2 200 105 85
8 1 -2 200 105 85
9 1 -2 200 105 85
10 1 -2 230 180 150
11 1 -2 230 180 150
12 1 -2 230 180 150
-12 2 -2 230 180 150
-11 2 -2 230 180 150
-10 2 -2 230 180 150
-9 2 -2 200 105 85
-8 2 -2 200 105 85
-7 2 -2 200 105 85
-6 2 -2 200 105 85
-5 2 -2 176 176 176
-4 2 -2 185 185 185
-3 2 -2 193 193 193
-2 2 -2 199 199 199
-1 2 -2 204 204 204
0 2 -2 206 206 206
1 2 -2 204 204 204
2 2 -2 199 199 199
3 2 -2 193 193 193
4 2 -2 185 185 185
5 2 -2 176 176 176
6 2 -2 200 105 85
7 2 -2 200 105 85
8 2 -2 200 105 85
9 2 -2 200 105 85
10 2 -2 230 180 150
11 2 -2 230 180 150
12 2 -2 230 180 150
-12 3 -2 230 180 150
-11 3 -2 230 180 150
-10 3 -2 230 180 150
-9 3 -2 200 105 85
-8 3 -2 200 105 85
-7 3 -2 200 105 85
-6 3 -2 200 105 85
-5 3 -2 174 174 174
-4 3 -2 182 182 182
-3 3 -2 190 190 190
-2 3 -2 196 196 196
-1 3 -2 201 201 201
0 3 -2 202 202 202
1 3 -2 201 201 201
2 3 -2 196 196 196
3 3 -2 190 190 190
4 3 -2 182 182 182
5 3 -2 174 174 174
6 3 -2 200 105 85
7 3 -2 200 105 85
8 3 -2 200 105 85
9 3 -2 200 105 85
10 3 -2 230 180 150
11 3 -2 230 180 150
12 3 -2 230 180 150
-12 4 -2 230 180 150
-11 4 -2 230 180 150
-10 4 -2 230 180 150
-9 4 -2 200 105 85
-8 4 -2 200 105 85
-7 4 -2 200 105 85
-6 4 -2 200 105 85
-5 4 -2 170 170 170
-4 4 -2 178 178 178
-3 4 -2 185 185 185
-2 4 -2 191 191 191
-1 4 -2 195 195 195
0 4 -2 196 196 196
1 4 -2 195 195 195
2 4 -2 191 191 191
3 4 -2 185 185 185
4 4 -2 178 178 178
5 4 -2 170 170 170
6 4 -2 200 105 85
7 4 -2 200 105 85
8 4 -2 200 105 85
9 4 -2 200 105 85
10 4 -2 230 180 150
11 4 -2 230 180 150
12 4 -2 230 180 150
-11 5 -2 230 180 150
-10 5 -2 230 180 150
-9 5 -2 200 105 85
-8 5 -2 200 105 85
-7 5 -2 200 105 85
-6 5 -2 200 105 85
-5 5 -2 200 105 85
-4 5 -2 172 172 172
-3 5 -2 179 179 179
-2 5 -2 183 183 183
-1 5 -2 187 187 187
0 5 -2 188 188 188
1 5 -2 187 187 187
2 5 -2 183 183 183
3 5 -2 179 179 179
4 5 -2 172 172 172
5 5 -2 200 105 85
6 5 -2 200 105 85
7 5 -2 200 105 85
8 5 -2 200 105 85
9 5 -2 200 105 85
10 5 -2 230 180 150
11 5 -2 230 180 150
